channelId,channelTitle,createdAt,totViews,subscribers,videoCount,topicsIds,topicCat
UCNRj8Ox9M8LFT1d9uGeWhVA,skullmaxx,2023-03-04T11:14:43.990317Z,14553036,22500,13,"/m/02jjt,/m/019_rr,/m/0bzvm2,/m/07c1v","https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Video_game_culture,https://en.wikipedia.org/wiki/Technology"
UCPk2s5c4R_d-EUUNvFFODoA,Gohar Khan,2013-09-22T17:18:22Z,3245517945,5380000,570,"/m/01k8wb,/m/019_rr,/m/098wr","https://en.wikipedia.org/wiki/Knowledge,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Society"
UCd7Ej52S393Mc34mSL0nRcg,Candis,2021-05-14T21:27:01.70202Z,12784195,16900,12,"/m/07c1v,/m/0403l3g,/m/0bzvm2,/m/019_rr","https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Role-playing_video_game,https://en.wikipedia.org/wiki/Video_game_culture,https://en.wikipedia.org/wiki/Lifestyle_(sociology)"
UCi7wDE2ZTiR5QYYrUY5WhtA,CarterPCs,2020-02-26T19:20:23.850035Z,1387229542,1440000,2085,"/m/019_rr,/m/07c1v","https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Technology"
UCtGDd-EKik82lWHw-eKSB6w,TECH NEP,2017-08-01T07:57:04Z,5555666,15300,366,"/m/07c1v,/m/019_rr","https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Lifestyle_(sociology)"
UCytuDduA8lQ8AqmRKk5r2Yg,Unbox Universe ,2024-07-11T16:54:28.451145Z,166404245,295000,118,"/m/0bzvm2,/m/07c1v,/m/019_rr","https://en.wikipedia.org/wiki/Video_game_culture,https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Lifestyle_(sociology)"
UC4Z8mPYjn6Dhr6n531YDh0Q,UFD Tech,2014-07-17T20:09:32Z,1194949939,1100000,4198,"/m/019_rr,/m/07c1v,/m/0bzvm2","https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Video_game_culture"
UCCOrp7GPgZA8EGrbOcIAsyQ,Phone Repair Guru,2013-04-09T23:50:18Z,3591853244,4740000,1301,"/m/019_rr,/m/07c1v","https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Technology"
UCkSVnUZq3q14lVajaQAlLpA,Nathan Espinoza,2020-05-18T20:50:46.004453Z,1019369946,1400000,381,"/m/07c1v,/m/019_rr","https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Lifestyle_(sociology)"
UC51UPs8iqgC6ugVROBcUQEQ,Matty McTech,2019-02-16T01:01:25Z,447874414,1170000,218,"/m/07c1v,/m/019_rr","https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Lifestyle_(sociology)"
UCd48Z0WHd8yKmBVAhkG7dSQ,Flying Speaker,2024-06-30T09:11:10.870407Z,49959292,90000,103,"/m/019_rr,/m/07c1v","https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Technology"
UCCQi3X-PJGmd6DrPN9Rb6iw,Garett,2023-10-17T21:40:20.60994Z,294764649,402000,209,"/m/02ntfj,/m/0bzvm2,/m/025zzc","https://en.wikipedia.org/wiki/Action-adventure_game,https://en.wikipedia.org/wiki/Video_game_culture,https://en.wikipedia.org/wiki/Action_game"
UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,2020-01-01T20:21:42.771877Z,12581173001,8330000,2650,"/m/0bzvm2,/m/02jjt","https://en.wikipedia.org/wiki/Video_game_culture,https://en.wikipedia.org/wiki/Entertainment"
UCUi2SFPyyDNcsH2ZGpHyQIQ,magnify,2016-01-23T01:37:19Z,1217236061,1420000,237,"/m/019_rr,/m/01k8wb","https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Knowledge"
UCI5O8NDpvTqd7dHLAcSOIeg,Piplup,2024-07-28T21:31:49.366553Z,1816996,161000,6,,
UCoaKXKkWgt700_ENDN3PEYw,Tiny Phone,2023-06-22T15:01:37.820936Z,2605524,29700,57,"/m/07c1v,/m/019_rr","https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Lifestyle_(sociology)"
UCZeKXaDbtL2GbfoB8hldseQ,EmSwizzle,2015-10-08T21:04:52Z,1202197676,1010000,1988,"/m/019_rr,/m/0bzvm2,/m/07c1v","https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Video_game_culture,https://en.wikipedia.org/wiki/Technology"
UC1Fl1hKcaNsAmwolKq7rHFA,Grandpa Boom,2023-03-30T12:05:28.144586Z,133176807,859000,231,"/m/019_rr,/m/02jjt","https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Entertainment"
UCy0tKL1T7wFoYcxCe0xjN6Q,Technology Connections,2014-11-09T21:54:10Z,313587120,2470000,204,"/m/07c1v,/m/019_rr","https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Lifestyle_(sociology)"
UCjU7AreEw9dXtCBc1uOpaTg,cardogjones,2022-11-10T04:40:07.639187Z,3072557304,1230000,1536,/m/0bzvm2,https://en.wikipedia.org/wiki/Video_game_culture
UC-mfn4ibOC5ewLcpmgl0C4g,Michael Girdley,2022-11-22T15:52:34.990869Z,6481753,12700,138,"/g/120y8l81,/m/019_rr,/m/01k8wb","https://en.wikipedia.org/wiki/Business,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Knowledge"
UCE7spuKzxP1k8A-XucxxUAQ,John Casterline,2020-11-06T18:43:34.596174Z,4504337401,6090000,1500,/m/02jjt,https://en.wikipedia.org/wiki/Entertainment
UCXuqSBlHAE6Xw-yeJA0Tunw,Linus Tech Tips,2008-11-25T00:46:52Z,8149491686,15900000,7028,"/m/0bzvm2,/m/07c1v,/m/019_rr","https://en.wikipedia.org/wiki/Video_game_culture,https://en.wikipedia.org/wiki/Technology,https://en.wikipedia.org/wiki/Lifestyle_(sociology)"
UCPx9eXszFK8rkivV7tXZpHA, PONGAMOSLO A PRUEBA CORTOS,2021-05-24T06:09:18.941652Z,7757801723,12900000,746,/m/019_rr,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
